                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      0,                 4.1012,                 5.1106,                 3.1586,                      0,                      0,                      0,                      0,                 3.3337,                 5.9333,                  4.327,                 0.0982,                 0.0002,                 0.0002
