                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      0,                 2.7131,                 5.8617,                 1.7122,                      0,                      0,                      0,                      0,                 3.4887,                 5.0384,                 1.8088,                 0.0982,                 0.0002,                 0.0002
